Name,Location,Latitude,Longitude
KLOR,"Fort Rucker, Lowe Army Heliport",31.358,-85.748
KLOT,"Chicago/Romeoville, Lewis University Airport",41.608,-88.094
KLOU,BOWMAN FIELD,38.233,-85.666
KLPR,LORAIN COUNTY REGIONAL AIRPORT,41.35,-82.183
KLRF,Little Rock Air Force Base,34.916,-92.15
KLRJ,"Le Mars, Le Mars Municipal Airport",42.778,-96.193
KLRU,"Las Cruces, Las Cruces International Airport",32.289,-106.921
KLRX,Elko Nexrad,40.738,-116.802
KLSD,Lexington / Creech,38.033,-84.616
KLSE,LA CROSSE MUNICIPAL AIRPORT,43.883,-91.25
KLSV,Nellis Air Force Base,36.233,-115.033
KLTS,Altus Air Force Base,34.65,-99.266
KLTX,Wilmington Nexrad,33.983,-78.433
KLUD,"Decatur, Decatur Municipal Airport",33.254,-97.580
KLUF,Luke Air Force Base / Phoenix,33.533,-112.383
KLUK,CINCINNATI MUN LUNKEN FLD,39.1,-84.416
KLVJ,PEARLAND REGIONAL AIRPORT,29.516,-95.25
KLVS,LAS VEGAS MUNICIPAL AIRPORT,35.65,-105.133
KLWA,"South Haven, South Haven Area Regional Airport",42.350,-86.256
KLWB,Lewisburg / Greenbrier,37.866,-80.4
KLWC,LAWRENCE MUNICIPAL AIRPORT,39.016,-95.216
KLXL,"Little Falls, Little Falls/Morrison County Airport-Lindbergh Field",45.95,-94.35
KLXN,"Lexington, Jim Kelly Field Airport",40.791,-99.777
KLXT,LEE'S SUMMIT MUNICIPAL,38.966,-94.366
KLZK,"North Little Rock, North Little Rock Airport",34.833,-92.25
KLZU,"Lawrenceville, Gwinnett County-Briscoe Field Airport",33.978,-83.962
KLZZ,"Lampasas, Lampasas Airport",31.106,-98.195
KM19,"Newport, Newport Municipal Airport",35.637,-91.176
KM30,"Metropolis, Metropolis Municipal Airport",37.185,-88.750
KM39,"Mena, Mena Intermountain Municipal Airport",34.545,-94.202
KM82,"Huntsville, Madison County Executive Airport",34.861,-86.557
KM89,"Arkadelphia, Dexter B Florence Memorial Field Airport",34.099,-93.066
KM97,"Tunica, Tunica Municipal Airport",34.680,-90.346
KMAE,MADERA MUNICIPAL AIRPORT,36.983,-120.116
KMBG,MOBRIDGE MUNICIPAL AIRPORT,45.55,-100.416
KMBS,MBS INTERNATIONAL AIRPORT,43.533,-84.083
KMCD,"Macinac Island, Mackinac Island Airport",45.865,-84.637
KMCE,MERCED MUNICIPAL AIRPORT,37.283,-120.5
KMCG,"McGrath, McGrath Airport",62.956,-155.605
KMCI,KANSAS CITY INTERNATIONAL  AIRPORT,39.3,-94.733
KMDH,SOUTHERN ILLINOIS AIRPORT,37.783,-89.25
KMDT,HARRISBURG INTERNATIONAL  AIRPORT,40.2,-76.766
KMEB,LAURINBURG MAXTON AIRPORT,34.783,-79.366
KMEZ,"Mena, Mena Intermountain Municipal Airport",34.545,-94.202
KMFD,LAHM MUNICIPAL AIRPORT,40.816,-82.516
KMGE,Marietta / Dobbins Air Force Base,33.916,-84.516
KMGG,"Maple Lake, Maple Lake Municipal Airport",45.236,-93.985
KMGJ,MONTGOMERY ORANGE CO AIRPORT,41.516,-74.266
KMGR,"Moultrie, Moultrie Municipal Airport",31.084,-83.803
KMGW,MORGANTOWN MUNI-HART FIELD,39.65,-79.916
KMHR,"Sacramento, Sacramento Mather Airport",38.55,-121.3
KMHS,MOUNT SHASTA,41.316,-122.316
KMHX,Newport,34.783,-76.883
KMIA,MIAMI INTERNATIONAL AIRPORT,25.783,-80.316
KMIC,CRYSTAL AIRPORT,45.066,-93.35
KMKC,KANSAS CITY DOWNTOWN AIRPORT,39.116,-94.6
KMKK,"Kaunakakai, Molokai Airport",21.157,-157.098
KMKL,JACKSON MCKELLAR-SIPES RGNL,35.6,-88.916
KMKO,MUSKOGEE DAVIS FIELD,35.65,-95.366
KMKX,Milwaukee NEXRAD,42.966,-88.55
KMLB,MELBOURNE INTERNATIONAL,28.1,-80.65
KMLE,"Omaha, Millard Airport",41.195,-96.112
KMLF,MILFORD MUNICIPAL AIRPORT,38.416,-113.016
KMLP,MULLAN PASS VOR,47.45,-115.666
KMMK,MERIDEN MARKHAM MUNICIPAL AIRPORT,41.516,-72.833
KMMO,Marseilles Island,41.366,-88.683
KMMT,McEntire Air National Guard Weather Facility Base,33.916,-80.8
KMMU,Morristown Municipal,40.8,-74.416
KMMV,MCMINNVILLE MUNICIPAL AIRPORT,45.2,-123.133
KMNI,Manning / Cooper Regional,33.583,-80.216
KMNM,"Menominee, Menominee-Marinette Twin County Airport",45.133,-87.633
KMNN,MARION MUNICIPAL AIRPORT,40.616,-83.066
KMOT,MINOT INTERNATIONAL AIRPORT,48.266,-101.283
KMPO,MT POCONO POCONO MOUNTAINS,41.133,-75.383
KMQB,"Macomb, Macomb Municipal Airport",40.520,-90.652
KMQE,MILTON BLUE HILL OBSERV,42.216,-71.116
KMQM,Monida,44.566,-112.316
KMQT,Marquette,46.533,-87.55
KMQY,"Smyrna, Smyrna Airport",36.008,-86.52
KMRB,MARTINSBURG EASTERN WV REG,39.4,-77.983
KMRF,Marfa,30.366,-104.016
KMRH,BEAUFORT SMITH FIELD,34.733,-76.65
KMRJ,"Mineral Point, Iowa County Airport",42.885,-90.231
KMRN,"Morganton, Morganton-Lenoir Airport",35.821,-81.610
KMRX,Morristown Nexrad,36.166,-83.4
KMRY,MONTEREY PENINSULA AIRPORT,36.583,-121.85
KMSX,Missoula NEXRAD,47.033,-113.983
KMSY,NEW ORLEANS INTERNATIONAL  AIRPORT,30.0,-90.25
KMTH,MARATHON AIRPORT,24.733,-81.05
KMTO,MATTOON/CHARLESTON COLES CO,39.466,-88.266
KMTW,"Manitowoc, Manitowoc County Airport",44.133,-87.683
KMTX,Salt Lake Nexrad,41.433,-112.75
KMUI,Muir Army Air Field / Indiantown,40.433,-76.566
KMUO,Mountain Home Air Force Base,43.05,-115.866
KMUT,Muscatine,41.366,-91.15
KMUX,Monterey NEXRAD,37.166,-121.9
KMVE,"Montevideo, Montevideo-Chippewa County Airport",44.966,-95.716
KMVL,MORRISVILLE STOWE STATE AIRPORT,44.533,-72.616
KMVY,VINEYARD HAVEN MARTHAS VIN,41.4,-70.616
KMWC,Milwaukee / Timmerman,43.116,-88.033
KMWH,GRANT COUNTY AIRPORT,47.2,-119.316
KMWL,MINERAL WELLS AIRPORT,32.783,-98.066
KMWN,Mount Washington,44.266,-71.3
KMWS,Mount Wilson,34.233,-118.066
KMWT,MT IDA,34.55,-93.583
KMXO,Monticello Municipal,42.233,-91.166
KMYF,SAN DIEGO MONTGOMERY FIELD,32.816,-117.133
KMYR,Myrtle Beach Air Force Base,33.683,-78.933
KMYT,Innovator,28.220,-89.615
KN00,"Fulton, Oswego County Airport",43.349,-76.384
KN11,New Haven Coast Guard Station,41.266,-72.9
KN28,Ambrose / Ft. Tilden,40.45,-73.816
KN60,GARRISON MUNICIPAL AIRPORT,47.65,-101.433
KN78,Barnegat Coast Guard Station,39.766,-74.1
KN80,"Ocean City, Ocean City Municipal Airport",38.308,-75.123
KN84,Bronx / Execution Coast Guard Station,40.883,-73.733
KN91,Cape May Coast Guard Station,38.95,-74.883
KNAE,"Astor, Bombing Range Detachment Astor",29.143,-81.632
KNAK,ANNAPOLIS US NAVAL ACADEMY,38.983,-76.483
KNBG,NEW ORLEANS NAVAL AIR STN,29.833,-90.016
KNBT,PINEY ISLAND BT11 BOMB RANGE,35.016,-76.466
KNEL,Lakehurst Naval Air Station,40.033,-74.316
KNEN,"NOLF WHITEHOUSE FIELD, FL",30.35,-81.866
KNFE,FENTRESS NALF,36.7,-76.133
KNGW,CABINESS FIELD,27.166,-97.716
KNHK,NAS PATUXENT RIVER MD,38.3,-76.4
KNJK,"El Centro, Naval Air Facility",32.825,-115.660
KNJM,"BOGUE FIELD, MCALF",34.7,-77.033
KNKX,MCAS MIRAMAR,32.866,-117.15
KNMM,MERIDIAN NAVAL AIR STATION,32.916,-88.933
KNNZ,Point Sur,36.3,-121.883
KNOG,"ORANGE GROVE, NALF",27.483,-98.066
KNPA,"Pensacola, Naval Air Station",30.356,-87.323
KNQA,"Millington, Millington Municipal Airport",35.356,-89.870
KNQI,KINGSVILLE NAS,27.833,-97.35
KNRS,"IMPERIAL BEACH, NOLF",32.566,-117.116
KNZY,"NAS NORTH ISLAND, SAN DIEGO",32.7,-117.216
KO54,Weaverville,40.747,-122.922
KO72,Point Cabrillo,39.35,-123.816
KO87,Shelter Cove,40.016,-124.066
KOAJ,"Jacksonville, Albert J Ellis Airport",34.833,-77.616
KOAK,METRO OAKLAND INTERNATIONAL  AIRPORT,37.716,-122.233
KOBE,Okeechobee County Airport,27.266,-80.850
KOCH,"Nacogdoches, A L Mangham Jr. Regional Airport",31.583,-94.716
KOCW,"Washington, Warren Field Airport",35.570,-77.049
KODO,ODESSA SCHLEMEYER FIELD,31.916,-102.4
KOEO,"Osceola, L O Simenstad Municipal Airport",45.308,-92.690
KOFF,Omaha / Offutt Air Force Base,41.116,-95.9
KOFK,KARL STEFAN MEMORIAL AIRPORT,41.983,-97.433
KOGB,ORANGEBURG MUNICIPAL AIRPORT,33.466,-80.85
KOHX,Nashville NEXRAD,36.75,-86.566
KOJA,"Weatherford, Thomas P Stafford Airport",35.544,-98.668
KOJC,OLATHE JOHNSON CO EXECUTIVE,38.833,-94.733
KOKK,"Kokomo, Kokomo Municipal Airport",40.533,-86.066
KOKM,"Okmulgee, Okmulgee Municipal Airport",35.668,-95.948
KOKV,Winchester Regional,39.15,-78.15
KOKX,N. Y. City NEXRAD,40.866,-72.866
KOLD,Old Town / Dewitt Field,44.95,-68.666
KOLE,Olean Municipal,42.233,-78.366
KOLF,WOLF POINT CLAYTON AIRPORT,48.1,-105.583
KOLV,"Olive Branch, Olive Branch Airport",34.978,-89.786
KOLY,"Olney-Noble, Olney-Noble Airport",38.721,-88.176
KOLZ,"Oelwein, Oelwein Municipal Airport",42.680,-91.974
KOMA,OMAHA EPPLEY AIRFIELD,41.3,-95.9
KOMK,OMAK AIRPORT,48.466,-119.516
KONA,"Winona, Winona Municipal Airport-Max Conrad Field",44.083,-91.7
KONL,O'Neill / Baker Field,42.466,-98.683
KONM,Socorro Municipal,34.016,-106.9
KONO,ONTARIO MUNICIPAL AIRPORT,44.016,-117.016
KONT,ONTARIO INTERNATIONAL  AIRPORT,34.05,-117.583
KONZ,"Detroit/Grosse Ile, Grosse Ile Airport",42.098,-83.161
KOOA,"Oskaloosa, Oskaloosa Municipal Airport",41.226,-92.493
KOPF,MIAMI OPA LOCKA AIRPORT,25.9,-80.283
KOQT,OAK RIDGE,36.016,-84.233
KORB,Orr,48.016,-92.866
KORC,Orange City,42.983,-96.066
KORD,CHICAGO O'HARE INTERNATIONAL,41.983,-87.916
KORF,NORFOLK INTERNATIONAL AIRPORT,36.9,-76.2
KORH,WORCESTER REGIONAL AIRPORT,42.266,-71.866
KOSA,"Mount Pleasant, Mount Pleasant Regional Airport",33.095,-94.961
KOSC,"Oscoda, Oscoda-Wurtsmith Airport",44.45,-83.366
KOSH,WITTMAN REGIONAL AIRPORT,43.966,-88.55
KOTH,"North Bend, North Bend Municipal Airport",43.416,-124.25
KOTM,OTTUMWA INDUSTRIAL AIRPORT,41.1,-92.45
KOVE,OROVILLE MUNICIPAL AIRPORT,39.5,-121.616
KOVS,BOSCOBEL AIRPORT,43.15,-90.683
KOWB,"Owensboro, Owensboro-Daviess County Airport",37.74,-87.166
KOWD,NORWOOD MEMORIAL AIRPORT,42.183,-71.166
KOXB,OCEAN CITY MUNICIPAL AIRPORT,38.316,-75.116
KOXR,OXNARD AIRPORT,34.2,-119.2
KOZR,Cairns Army Air Field / Ozark,31.283,-85.716
KOZW,"Howell, Livingston County Airport",42.629,-83.984
KP00,Tenneco Platform,28.0,-93.0
KP01,Ajo Municipal,32.45,-112.866
KP06,Bullhead City,35.166,-114.566
KP07,Sanderson,30.166,-102.416
KP11,Devils Lake,48.1,-98.866
KP21,Main Pass B68,29.666,-88.883
KP22,Vermilion B131,29.066,-92.183
KP24,Roseglen,47.75,-101.833
KP25,Vermilion B215,28.7,-92.316
KP26,Grand Isle B95,28.5,-90.116
KP28,MEDICINE LODGE,37.283,-98.55
KP35,Spickard,40.25,-93.716
KP38,Caliente,37.612,-114.526
KP39,Pequot Lake,46.6,-94.316
KP43,Ventura Harbor,34.25,-119.25
KP44,Santa Barbara Harbor,34.4,-119.7
KP47,Chetco River Coast Guard Station,42.15,-124.266
KP53,MUNISING LAKESHORE,46.416,-86.65
KP65,Lukeville,31.883,-112.816
KP67,Lidgerwood Remote Automatic Meteorological Observing System,46.1,-97.15
KP68,EUREKA,39.6,-116.0
KP75,Manistique,45.95,-86.229
KP88,Rome Automatic Meteorological Observing System,42.9,-117.65
KP92,SALT POINT,29.566,-91.533
KPAO,Palo Alto Airport,37.466,-122.116
KPAQ,"Palmer, Palmer Municipal Airport",61.596,-149.091
KPAT,Pathfinder Hill,42.566,-106.85
KPBF,PINE BLUFF GRIDER FIELD,34.183,-91.933
KPBI,PALM BEACH INTERNATIONAL,26.683,-80.1
KPBZ,Pittsburgh Nexrad,40.533,-80.216
KPCM,"Plant City, Plant City Municipal Airport",28.0,-82.15
KPCU,Picayune / Pearl River,30.516,-89.7
KPCZ,"Waupaca, Waupaca Municipal Airport",44.333,-89.015
KPDC,"Prairie Du Chien, Prairie Du Chien Municipal Airport",43.021,-91.124
KPDK,ATLANTA DE KALB-PEACHTREE,33.883,-84.3
KPEF,Peterson Air Force Base,38.816,-104.733
KPEO,PENN YAN AIRPORT,42.65,-77.05
KPEX,"Paynesville, Paynesville Municipal Airport",45.372,-94.746
KPFC,Pacific City State,45.2,-123.966
KPFN,PANAMA CITY-BAY CTY INTERNATIONAL,30.2,-85.683
KPGV,Pitt-Greenville Airport,35.633,-77.4
KPHD,NEW PHILADELPHIA CLEVER FLD,40.466,-81.416
KPHP,PHILIP AIRPORT,44.05,-101.6
KPIA,GREATER PEORIA REGIONAL AIRPORT,40.666,-89.683
KPIE,ST PETERSBURG/CLEARWATER,27.916,-82.683
KPIR,PIERRE REGIONAL AIRPORT,44.383,-100.283
KPJI,Point Judith Coast Guard Station,41.35,-71.466
KPKB,MID-OHIO VALLEY RGNL AIRPORT,39.333,-81.45
KPKV,"Port Lavaca, Calhoun County Airport",28.653,-96.681
KPLB,PLATTSBURGH CLINTON CO AIRPORT,44.683,-73.533
KPNA,"Pinedale, Ralph Wenz Field Airport",42.795,-109.806
KPNC,PONCA CITY MUNICIPAL AIRPORT,36.733,-97.1
KPNS,PENSACOLA REGIONAL AIRPORT,30.483,-87.183
KPOB,Pope Air Force Base,35.166,-79.033
KPOC,La Verne / Brackett,34.1,-117.783
KPOE,"Fort Polk, Polk AAF Ft Polk",31.05,-93.193
KPOF,POPLAR BLUFF MUN AIRPORT,36.766,-90.316
KPPF,PARSONS TRI-CITY AIRPORT,37.333,-95.5
KPQI,Presque Isle,46.683,-68.05
KPQL,PASCAGOULA LOTT INTERNATIONAL  AIRPORT,30.466,-88.533
KPRB,PASO ROBLES AIRPORT,35.666,-120.633
KPRN,GREENVILLE AIRPORT,31.783,-85.95
KPSC,TRI-CITIES AIRPORT,46.266,-119.116
KPSM,Pease Air Force Base / Portsmouth,43.083,-70.816
KPSN,"Palestine, Palestine Municipal Airport",31.779,-95.706
KPSP,PALM SPRINGS REGIONAL AIRPORT,33.833,-116.5
KPTK,OAKLAND COUNTY INTERNATIONAL,42.666,-83.416
KPTT,Pratt Municipal,37.7,-98.75
KPTV,"Porterville, Porterville Municipal Airport",36.033,-119.066
KPTW,POTTSTOWN LIMERICK AIRPORT,40.233,-75.55
KPUW,PULLMAN/MOSCOW RGNL AIRPORT,46.75,-117.116
KPVC,"Provincetown, Provincetown Municipal Airport",42.066,-70.216
KPVD,PROVIDENCE GREEN STATE AIRPORT,41.733,-71.433
KPVU,"Provo, Provo Municipal Airport",40.216,-111.716
KPVW,"Plainview, Hale County Airport",34.168,-101.717
KPWA,WILEY POST,35.533,-97.65
KPWG,"Waco, Mc Gregor Executive Airport",31.483,-97.316
KPWK,CHICAGO EXECUTIVE AIRPORT,42.116,-87.9
KPYM,PLYMOUTH MUNICIPAL AIRPORT,41.9,-70.733
KPZQ,"Rogers City, Presque Isle County Airport",45.406,-83.812
KQCA,Granite Peak,40.166,-113.35
KQCB,Little Mountain,41.25,-112.25
KQCJ,Eagle Range,41.05,-113.083
KQHA,FOB Mandrian,19.666,-72.033
KQTA,"ATSUGI, JAPAN NAVAL AIR",35.45,139.45
KRAC,BATTEN INTERNATIONAL AIRPORT,42.766,-87.816
KRAL,RIVERSIDE MUNICIPAL AIRPORT,33.95,-117.45
KRAX,Raleigh NEXRAD,35.666,-78.5
KRBD,DALLAS EXECUTIVE AIRPORT,32.683,-96.866
KRCA,Ellsworth Air Force Base,44.15,-103.1
KRCX,"Ladysmith, Ruck County Airport",45.496,-91.000
KRDD,REDDING MUNICIPAL AIRPORT,40.5,-122.283
KRDM,REDMOND ROBERTS FIELD,44.25,-121.133
KRDU,RALEIGH-DURHAM INTERNATIONAL  AIRPORT,35.9,-78.766
KREE,Reese Air Force Base / Lubbock,33.6,-102.05
KREO,ROME,42.583,-117.866
KRGX,Reno NEXRAD,39.75,-119.466
KRHI,RHINELANDER-ONEIDA CO AIRPORT,45.633,-89.483
KRHV,San Jose / Reid / Hillv,37.333,-121.816
KRIC,RICHMOND INTERNATIONAL  AIRPORT,37.516,-77.316
KRIL,RIFLE GARFIELD COUNTY RGNL,39.516,-107.733
KRIW,RIVERTON REGIONAL AIRPORT,43.066,-108.45
KRKD,"Rockland, Knox County Regional Airport",44.066,-69.1
KRKP,ROCKPORT ARANSAS COUNTY AIRPORT,28.083,-97.05
KRKS,ROCK SPRINGS-SWEETWATER CO,41.6,-109.05
KRME,GRIFFISS AIRFIELD,43.233,-75.4
KRMY,"Marshall, Brooks Field Airport",42.251,-84.955
KRND,Randolph Air Force Base,29.533,-98.283
KRNH,"New Richmond, New Richmond Municipal Airport",45.148,-92.538
KRNM,RAMONA AIRPORT,33.033,-116.916
KRNT,RENTON MUNICIPAL AIRPORT,47.5,-122.216
KROS,"Rush City, Rush City Regional Airport",45.698,-92.953
KROW,ROSWELL INDUSTRIAL AIR CENTR,33.3,-104.533
KRPD,"Rice Lake, Rice Lake Regional-Carl's Field Airport",45.418,-91.773
KRPE,Sabine Pass,29.7,-93.95
KRPH,"Graham, Graham Municipal Airport",33.11,-98.555
KRPJ,"Rochelle, Rochelle Municipal-Koritz Field Airport",41.893,-89.078
KRQB,"Big Rapids, Roben-Hood Airport",43.722,-85.504
KRQE,WINDOW ROCK AIRPORT,35.65,-109.066
KRRF,"New Port Richey, Tampa Bay Executive Airport",28.189,-82.625
KRRL,"Merrill, Merrill Municipal Airport",45.183,-89.7
KRRT,"Warroad, Warroad International Airport-Swede Carlston Field",48.941,-95.348
KRSL,RUSSELL MUNICIPAL AIRPORT,38.866,-98.816
KRST,ROCHESTER INTERNATIONAL AIRPORT,43.9,-92.5
KRSW,FORT MYERS SW FL INTERNATIONAL  AIRPORT,26.533,-81.766
KRTX,Portland NEXRAD,45.716,-122.966
KRUE,RUSSELVILLE MUNICIPAL AIRPORT,35.25,-93.1
KRUQ,"Salisbury, Rowan County Airport",35.65,-80.516
KRUT,"Rutland, Rutland-Southern Vermont Regional Airport",43.533,-72.95
KRVL,Reedsville / Mifflin,40.683,-77.633
KRVS,TULSA JONES JR. AIRPORT,36.05,-95.983
KRXE,REXBURG-MADISON COUNTY AIRPORT,43.833,-111.8
KRYY,"Marietta, Cobb County-McCollum Field Airport",34.013,-84.598
KRZN,"Siren, Burnett County Airport",45.822,-92.372
KRZZ,HALIFAX COUNTY AIRPORT,36.433,-77.716
KS06,Mullan Aviation Weather Reporting Station,47.466,-115.8
KS14,Spencer,44.35,-112.183
KS21,Sunriver,43.883,-121.45
KS25,Watford City Municipal Airport,47.796,-103.255
KS32,Rands Airport,47.422,-98.105
KS47,"Tillamook, Tillamook Airport",45.418,-123.814
KS53,Destruction Island,47.666,-124.483
KS58,South Timbalier,28.533,-90.583
KS65,Ship Shoal 198g,28.5,-91.2
KS80,Grangeville,45.95,-116.133
KS88,"Skykomish, Skykomish State Airport",47.7,-121.333
KSAC,SACRAMENTO EXECUTIVE AIRPORT,38.5,-121.5
KSAT,SAN ANTONIO INTERNATIONAL  AIRPORT,29.533,-98.466
KSAZ,"Staples, Staples Municipal Airport",46.380,-94.806
KSBA,SANTA BARBARA MUNICIPAL,34.433,-119.85
KSBM,SHEBOYGAN CO MEMORIAL AIRPORT,43.783,-87.85
KSBY,SALISBURY-WICOMICO CTY REG,38.333,-75.5
KSCF,South Marsh 268,29.115,-91.871
KSCK,STOCKTON METROPOLITAN AIRPORT,37.9,-121.233
KSDB,SANDBERG,34.75,-118.716
KSDY,Sidney-Richland,47.7,-104.2
KSEA,SEATTLE-TACOMA INTERNATIONAL  AIRPORT,47.45,-122.316
KSEG,SELINSGROVE PENN VALLEY AIRPORT,40.816,-76.866
KSEP,"Stephenville, Clark Field Municipal Airport",32.216,-98.183
KSET,ST. CHARLES CO SMARTT AIRPORT,38.933,-90.433
KSFB,ORLANDO SANFORD AIRPORT,28.783,-81.25
KSFF,FELTS FIELD,47.683,-117.316
KSFO,SAN FRANCISCO INTERNATIONAL  AIRPORT,37.616,-122.366
KSFY,"Savanna, Tri-Township Airport",42.045,-90.107
KSFZ,"Pawtucket, North Central State Airport",41.916,-71.5
KSGF,SPRINGFIELD-BRANSON NATIONAL,37.233,-93.383
KSGJ,"St. Augustine, St. Augustine Airport",29.959,-81.339
KSGR,SUGARLAND REGIONAL AIRPORT,29.616,-95.65
KSGT,"Stuttgart, Stuttgart Municipal Airport",34.6,-91.566
KSGU,"St George, St George Municipal Airport",37.083,-113.6
KSHD,Staunton / Shenandoah,38.266,-78.9
KSHI,"Ashtabula, Ashtabula County Airport",41.779,-80.696
KSHL,Sheldon,43.216,-95.833
KSHN,SHELTON SANDERSON FIELD,47.233,-123.133
KSHR,SHERIDAN COUNTY AIRPORT,44.766,-106.966
KSIL,Slidell Radar Site,30.25,-89.766
KSIY,MONTAGUE SISKIYOU COUNTY,41.766,-122.466
KSKA,Fairchild Air Force Base,47.616,-117.65
KSKC,Waukesha,43.033,-88.233
KSKF,Kelly Air Force Base,29.383,-98.583
KSKX,"Taos, Taos Regional Airport",36.45,-105.666
KSLB,Storm Lake,42.6,-95.233
KSLC,SALT LAKE CITY INTERNATIONAL  AIRPORT,40.783,-111.966
KSLH,"Cheboygan, Cheboygan County Airport",45.653,-84.519
KSLI,Los Alamitos U. S. Army Airfield,33.783,-118.05
KSLK,ADIRONDACK REGIONAL AIRPORT,44.4,-74.2
KSLR,"Sulphur Springs, Sulphur Springs Municipal Airport",33.161,-95.621
KSLW,Smithville / Wooster,40.883,-81.833
KSME,"Somerset, Somerset-Pulaski County - J.T. Wilson Field Airport",37.054,-84.615
KSMF,SACRAMENTO INTERNATIONAL  AIRPORT,38.7,-121.6
KSMO,SANTA MONICA MUNICIPAL AIRPORT,34.016,-118.45
KSNK,"Snyder, Winston Field Airport",32.693,-100.950
KSNL,"Shawnee, Shawnee Municipal Airport",35.357,-96.942
KSNP,"St. Paul Island, St. Paul Island Airport",57.155,-170.220
KSNS,SALINAS MUNICIPAL AIRPORT,36.666,-121.6
KSNY,SIDNEY MUNICIPAL AIRPORT,41.1,-102.983
KSOP,"Pinehurst/Southern Pines, Moore County Airport",35.233,-79.4
KSOV,"Seldovia, Seldovia Airport",59.446,-151.704
KSOW,"Show Low, Show Low Regional Airport",34.265,-110.005
KSPA,Spartanburg Memorial,34.916,-81.95
KSPB,SCAPPOOSE INDUSTRIAL AIRPARK,45.766,-122.866
KSPG,ST PETERSBURG WHITTED AIRPORT,27.766,-82.633
KSQL,San Carlos Airport,37.516,-122.25
KSRC,"Searcy, Searcy Municipal Airport",35.211,-91.737
KSRE,"Seminole, Seminole Municipal Airport",35.274,-96.674
KSRF,Hamilton U. S. Army Airfield,38.066,-122.5
KSRN,South Marsh 268A,29.116,-91.866
KSRQ,SARASOTA/BRADENTON INTERNATIONAL .,27.4,-82.55
KSSC,Shaw Air Force Base,33.966,-80.483
KSSF,SAN ANTONIO STINSON MUNI,29.333,-98.466
KSTC,ST. CLOUD REGIONAL AIRPORT,45.55,-94.05
KSTJ,ROSECRANS MEMORIAL AIRPORT,39.766,-94.916
KSUE,Sturgeon Bay,44.85,-87.416
KSUN,"Hailey, Friedman Memorial Airport",43.5,-114.3
KSUS,SPIRIT OF ST. LOUIS AIRPORT,38.65,-90.65
KSUU,Fairfield / Travis Air Force Base,38.266,-121.95
KSUW,"Superior, Richard I. Bong Airport",46.689,-92.094
KSUX,SIOUX GATEWAY AIRPORT,42.383,-96.383
KSVE,Susanville Municipal,40.383,-120.566
KSVH,"Statesville, Statesville Municipal Airport",35.765,-80.956
KSVN,Hunter U. S. Army Airfield,32.016,-81.15
KSWD,"Seward, Seward Airport",60.126,-149.418
KSWF,Newburgh / Stewart,41.5,-74.1
KSWO,STILLWATER REGIONAL AIRPORT,36.166,-97.083
KSXT,SEXTON SUMMIT,42.6,-123.366
KSYR,SYRACUSE HANCOCK INTERNATIONAL  AIRPORT,43.116,-76.1
KSZN,Santa Cruz Island,34.016,-119.75
KSZT,"Sandpoint, Sandpoint Airport",48.299,-116.56
KT08,"Tomahawk, Tomahawk Regional Airport",45.468,-89.805
KT18,"Falfurrias, Brooks County Airport",27.206,-98.121
KT46,South Brazos A70,28.016,-95.866
KT49,"Big Spring, Big Spring McMahon-Wrinkle Airport",32.2,-101.516
KT53,"Robstown, Nueces County Airport",27.778,-97.690
KT56,"Crockett, Houston County Airport",31.306,-95.403
KT62,Tooele,40.316,-112.3
KT65,"Weslaco, Mid Valley Airport",26.177,-97.973
KT72,"Hearne, Hearne Municipal Airport",30.871,-96.622
KT82,"Fredericksburg, Gillespie County Airport",30.243,-98.909
KT97,"Port Lavaca, Calhoun County Airport",28.653,-96.681
KTAD,"Trinidad, Perry Stokes Airport",37.266,-104.433
KTAL,"Tanana, Calhoun Memorial Airport",65.174,-152.106
KTAN,TAUNTON MUNICIPAL AIRPORT,41.883,-71.016
KTBN,Fort Leonard Wood,37.733,-92.133
KTBR,"Statesboro, Statesboro-Bulloch County Airport",32.483,-81.737
KTBW,Tampa Bay Area,27.7,-82.4
KTCC,TUCUMCARI MUNICIPAL AIRPORT,35.183,-103.6
KTCS,TRUTH OR CONSEQUENCES MUNI,33.233,-107.266
KTDO,Toledo-Winlock Memorial,46.483,-122.8
KTDZ,TOLEDO METCALF FIELD,41.566,-83.483
KTEX,"Telluride, Telluride Regional Airport",37.953,-107.908
KTFX,Great Falls Nexrad,47.466,-111.366
KTHV,YORK AIRPORT,39.916,-76.883
KTIK,Tinker Air Force Base,35.416,-97.383
KTIP,"Rantoul, Rantoul National Aviation Center Airport-Frank Elliott Field",40.293,-88.142
KTIW,"Tacoma, Tacoma Narrows Airport",47.267,-122.576
KTIX,Titusville,28.516,-80.8
KTKA,"Talkeetna, Talkeetna Airport",62.32,-150.095
KTKC,"Tracy, Tracy Municipal Airport",44.248,-95.607
KTKI,COLLIN CNTY REGIONAL AIRPORT,33.183,-96.583
KTLH,TALLAHASSEE REGIONAL AIRPORT,30.4,-84.35
KTMB,KENDALL-TAMIAMI EXEC AIRPORT,25.65,-80.433
KTNB,"Boone, Watauga County Hospital Heliport",36.2,-81.65
KTNU,Newton Municipal,41.683,-93.016
KTNX,Tonopah Test Range,37.8,-116.783
KTOA,"Torrance, Zamperini Field Airport",33.8,-118.333
KTOB,"Dodge Center, Dodge Center Airport",44.018,-92.831
KTOI,TROY MUNICIPAL AIRPORT,31.866,-86.016
